"id","title","locationSource","magSource","url","detail","wkb_geometry"
usp00084ny,"M 3.9 - 111 km SW of Uyuni, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00084ny,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00084ny&format=geojson,POINT Z(-67.439 -21.28 50)
usp00084rp,"M 5.3 - 157 km NNE of Calama, Chile",us,hrv,https://earthquake.usgs.gov/earthquakes/eventpage/usp00084rp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00084rp&format=geojson,POINT Z(-68.154 -21.231 122.9)
usp000859m,"M 4.3 - 157 km E of Iquique, Chile",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp000859m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000859m&format=geojson,POINT Z(-68.657 -20.382 140.4)
usp00086dp,"M 4.6 - 23 km SW of Atocha, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00086dp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00086dp&format=geojson,POINT Z(-66.362 -21.098 253)
usp00086r3,"M 4.9 - 159 km SW of Colchani, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00086r3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00086r3&format=geojson,POINT Z(-68.184 -21.139 134.2)
usp000874w,"M 4.7 - 72 km WNW of Curahuara de Carangas, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp000874w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000874w&format=geojson,POINT Z(-69.086 -17.67 150)
usp00087cv,"M 4.5 - 75 km SW of Atocha, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00087cv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00087cv&format=geojson,POINT Z(-66.728 -21.419 220)
usp00088u2,"M 3.6 - 146 km SW of Atocha, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00088u2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00088u2&format=geojson,POINT Z(-67.058 -22.004 200)
usp00089dn,"M 4.6 - 98 km NE of San Pedro de Atacama, Chile",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00089dn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00089dn&format=geojson,POINT Z(-67.604 -22.218 174)
usp0008b39,"M 4.7 - 133 km NE of Calama, Chile",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008b39,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008b39&format=geojson,POINT Z(-68.128 -21.512 150)
usp0008bd7,"M 4.5 - 38 km ESE of Uyuni, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008bd7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008bd7&format=geojson,POINT Z(-66.483 -20.58 247.7)
usp0008bg2,"M 6.7 - 97 km NE of Sandia, Peru",us,hrv,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008bg2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008bg2&format=geojson,POINT Z(-68.788 -13.74 586)
usp0008c1a,"M 3.7 - 140 km NE of San Pedro de Atacama, Chile",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008c1a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008c1a&format=geojson,POINT Z(-67.281 -21.98 190.6)
usp0008cbb,"M 5.7 - 149 km W of Colchani, Bolivia",us,hrv,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008cbb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008cbb&format=geojson,POINT Z(-68.365 -20.236 132.5)
usp0008duz,"M 3.3 - 55 km SE of Mazo Cruz, Peru",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008duz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008duz&format=geojson,POINT Z(-69.395 -17.14 176.1)
usp0008ekz,"M 4.6 - 48 km S of Uyuni, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008ekz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008ekz&format=geojson,POINT Z(-66.914 -20.894 200)
usp0008f4h,"M 4.1 - 77 km WSW of Colchani, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008f4h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008f4h&format=geojson,POINT Z(-67.628 -20.552 185.2)
usp0008gqm,"M 3.7 - 50 km SSW of Uyuni, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008gqm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008gqm&format=geojson,POINT Z(-67.092 -20.845 210.6)
usp0008grf,"M 5.3 - 45 km NNE of Colquechaca, Bolivia",us,hrv,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008grf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008grf&format=geojson,POINT Z(-65.895 -18.306 45.9)
usp0008gue,"M 3.8 - 30 km ESE of Chimoré, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008gue,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008gue&format=geojson,POINT Z(-64.91 -17.131 33)
usp0008gy1,"M 5.3 - 60 km E of Estique, Peru",us,hrv,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008gy1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008gy1&format=geojson,POINT Z(-69.445 -17.531 132.1)
usp0008j5k,M 4.6 - Peru-Bolivia border region,us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008j5k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008j5k&format=geojson,POINT Z(-69.3 -16.926 179.8)
usp0008jnp,"M 3.8 - 99 km WNW of Colchani, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008jnp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008jnp&format=geojson,POINT Z(-67.767 -19.858 268.1)
usp0008k4z,"M 3.9 - 156 km WSW of Colchani, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008k4z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008k4z&format=geojson,POINT Z(-68.372 -20.692 128.2)
usp0008kda,"M 4.0 - 89 km SW of Curahuara de Carangas, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008kda,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008kda&format=geojson,POINT Z(-68.991 -18.472 151.9)
usp0008kvr,"M 4.5 - 80 km W of Curahuara de Carangas, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008kvr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008kvr&format=geojson,POINT Z(-69.195 -17.922 146.7)
usp0008maj,"M 4.3 - 137 km NE of San Pedro de Atacama, Chile",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008maj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008maj&format=geojson,POINT Z(-67.114 -22.194 183.8)
usp0008nhk,"M 4.8 - 26 km W of Mizque, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nhk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nhk&format=geojson,POINT Z(-65.594 -17.938 33)
usp0008nhp,"M 6.6 - 25 km NNW of Mizque, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nhp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nhp&format=geojson,POINT Z(-65.431 -17.731 24)
usp0008nhq,"M 5.3 - Potosi-Chuquisaca border region, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nhq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nhq&format=geojson,POINT Z(-65.82 -18.005 33)
usp0008nhr,"M 4.0 - 30 km NE of Aiquile, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nhr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nhr&format=geojson,POINT Z(-65.008 -17.987 33)
usp0008nht,"M 4.1 - 24 km NE of Aiquile, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nht,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nht&format=geojson,POINT Z(-65.052 -18.021 33)
usp0008nhu,"M 4.5 - 15 km ESE of Mizque, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nhu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nhu&format=geojson,POINT Z(-65.202 -17.974 33)
usp0008nhw,"M 4.3 - 16 km SE of Totora, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nhw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nhw&format=geojson,POINT Z(-65.072 -17.82 33)
usp0008nhy,"M 5.6 - 21 km ESE of Mizque, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nhy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nhy&format=geojson,POINT Z(-65.141 -17.987 33)
usp0008nj2,"M 4.4 - 16 km SE of Totora, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nj2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nj2&format=geojson,POINT Z(-65.072 -17.819 33)
usp0008nj7,"M 4.1 - 17 km SE of Totora, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nj7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nj7&format=geojson,POINT Z(-65.08 -17.836 33)
usp0008nj8,"M 4.5 - 31 km E of Totora, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nj8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nj8&format=geojson,POINT Z(-64.894 -17.742 33)
usp0008njh,"M 4.0 - 4 km WSW of Mizque, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008njh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008njh&format=geojson,POINT Z(-65.382 -17.96 33)
usp0008njq,"M 4.2 - 13 km ENE of Totora, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008njq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008njq&format=geojson,POINT Z(-65.072 -17.682 33)
usp0008njs,"M 4.1 - 28 km ENE of Aiquile, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008njs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008njs&format=geojson,POINT Z(-64.952 -18.061 33)
usp0008nkx,"M 4.6 - 17 km SE of Mizque, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nkx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nkx&format=geojson,POINT Z(-65.209 -18.03 33)
usp0008nmz,"M 4.2 - 7 km ESE of Totora, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nmz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nmz&format=geojson,POINT Z(-65.127 -17.75 33)
usp0008nq3,"M 4.1 - 28 km NE of Aiquile, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nq3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nq3&format=geojson,POINT Z(-65.002 -18.016 33)
usp0008nqe,"M 4.4 - 23 km NNE of Aiquile, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nqe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nqe&format=geojson,POINT Z(-65.081 -18.018 33)
usp0008nqq,"M 5.4 - 13 km NNW of Mizque, Bolivia",us,hrv,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nqq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nqq&format=geojson,POINT Z(-65.374 -17.828 33)
usp0008nxn,"M 5.4 - 8 km WSW of Totora, Bolivia",us,hrv,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008nxn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008nxn&format=geojson,POINT Z(-65.273 -17.746 33)
usp0008p1e,"M 4.2 - 20 km NW of Mizque, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008p1e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008p1e&format=geojson,POINT Z(-65.466 -17.798 72.5)
usp0008p23,"M 3.9 - 80 km NE of San Pedro de Atacama, Chile",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008p23,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008p23&format=geojson,POINT Z(-67.659 -22.391 164.9)
usp0008p9b,"M 3.8 - 155 km NNE of Calama, Chile",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008p9b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008p9b&format=geojson,POINT Z(-68.095 -21.28 151.3)
usp0008pb6,"M 4.4 - 82 km ENE of San Pedro de Atacama, Chile",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008pb6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008pb6&format=geojson,POINT Z(-67.525 -22.503 163.1)
usp0008pce,"M 4.5 - 36 km NE of Aiquile, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008pce,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008pce&format=geojson,POINT Z(-64.911 -17.995 33)
usp0008q21,"M 4.3 - 135 km NE of San Pedro de Atacama, Chile",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008q21,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008q21&format=geojson,POINT Z(-67.275 -22.037 177.2)
usp0008qun,"M 4.8 - 10 km ESE of Totora, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008qun,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008qun&format=geojson,POINT Z(-65.099 -17.765 33)
usp0008qw7,"M 4.5 - 55 km SW of Atocha, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008qw7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008qw7&format=geojson,POINT Z(-66.543 -21.337 224.8)
usp0008qy5,"M 4.5 - 57 km SE of Mazo Cruz, Peru",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008qy5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008qy5&format=geojson,POINT Z(-69.33 -17.11 173.9)
usp0008s9e,"M 4.6 - 65 km ENE of Palca, Peru",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008s9e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008s9e&format=geojson,POINT Z(-69.389 -17.546 156.8)
usp0008tmq,"M 4.5 - 99 km SW of Uyuni, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008tmq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008tmq&format=geojson,POINT Z(-67.549 -21.046 191.1)
usp0008trq,"M 3.9 - 82 km S of Desaguadero, Peru",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008trq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008trq&format=geojson,POINT Z(-69.066 -17.311 145.8)
usp0008tvn,"M 4.3 - 141 km W of Colchani, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008tvn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008tvn&format=geojson,POINT Z(-68.287 -20.214 150)
usp0008u63,"M 4.6 - 20 km ESE of Putina, Peru",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008u63,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008u63&format=geojson,POINT Z(-69.263 -15.555 281.2)
usp0008u74,"M 4.4 - 22 km E of Totora, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008u74,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008u74&format=geojson,POINT Z(-64.984 -17.764 33)
usp0008wdj,"M 4.0 - 77 km E of Estique, Peru",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008wdj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008wdj&format=geojson,POINT Z(-69.293 -17.442 150)
usp0008wxd,"M 3.9 - 73 km SW of Uyuni, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008wxd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008wxd&format=geojson,POINT Z(-67.24 -20.997 200.2)
usp0008xn2,"M 4.2 - 150 km WSW of Colchani, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008xn2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008xn2&format=geojson,POINT Z(-68.179 -20.991 170)
usp0008xqe,"M 5.3 - 137 km SW of Atocha, Bolivia",us,hrv,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008xqe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008xqe&format=geojson,POINT Z(-67.162 -21.806 209.9)
usp0008y77,"M 4.2 - 67 km SSE of Mazo Cruz, Peru",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008y77,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008y77&format=geojson,POINT Z(-69.402 -17.27 150)
usp0008z11,"M 4.7 - 79 km E of Estique, Peru",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008z11,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008z11&format=geojson,POINT Z(-69.27 -17.477 160.1)
usp0008z17,"M 5.3 - 71 km ENE of Palca, Peru",us,hrv,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008z17,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008z17&format=geojson,POINT Z(-69.302 -17.619 161.1)
usp0008ze1,"M 3.8 - 66 km SW of Atocha, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008ze1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008ze1&format=geojson,POINT Z(-66.702 -21.333 142.6)
usp000903k,"M 4.8 - 80 km E of Estique, Peru",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp000903k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000903k&format=geojson,POINT Z(-69.274 -17.404 154.2)
usp00090hv,"M 4.6 - 139 km WSW of Uyuni, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00090hv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00090hv&format=geojson,POINT Z(-68.005 -21.059 171.9)
usp00090un,"M 4.4 - 165 km E of Iquique, Chile",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00090un,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00090un&format=geojson,POINT Z(-68.577 -20.393 106.3)
usp00091uq,"M 4.0 - 36 km WNW of Atocha, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00091uq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00091uq&format=geojson,POINT Z(-66.548 -20.811 236.7)
usp0009286,"M 4.6 - 175 km WSW of Colchani, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009286,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009286&format=geojson,POINT Z(-68.511 -20.864 33)
usp00092m1,"M 3.9 - 42 km W of Chimoré, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00092m1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00092m1&format=geojson,POINT Z(-65.547 -17.054 33)
usp00092xc,"M 4.7 - 69 km E of Estique, Peru",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00092xc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00092xc&format=geojson,POINT Z(-69.373 -17.432 99.6)
usp00093g4,"M 4.2 - 131 km SW of Atocha, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00093g4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00093g4&format=geojson,POINT Z(-67.127 -21.762 202.5)
usp00093wy,"M 4.2 - 159 km W of Colchani, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00093wy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00093wy&format=geojson,POINT Z(-68.457 -20.307 182.8)
usp00094nu,"M 4.4 - 134 km NE of Calama, Chile",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00094nu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00094nu&format=geojson,POINT Z(-68.114 -21.508 100)
usp00095sw,"M 3.5 - 49 km ENE of Colchani, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00095sw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00095sw&format=geojson,POINT Z(-66.492 -20.133 263.1)
usp000961c,"M 3.9 - 42 km SW of Atocha, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp000961c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000961c&format=geojson,POINT Z(-66.461 -21.246 246.1)
usp000961k,"M 4.0 - 9 km NW of Atocha, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp000961k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000961k&format=geojson,POINT Z(-66.289 -20.871 267.3)
usp000964e,"M 4.0 - 52 km NW of Rurrenabaque, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp000964e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000964e&format=geojson,POINT Z(-67.846 -14.079 33)
usp000969s,"M 4.1 - 143 km SW of Atocha, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp000969s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000969s&format=geojson,POINT Z(-67.242 -21.814 199.8)
usp00096cf,"M 4.1 - 16 km ENE of Colchani, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00096cf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00096cf&format=geojson,POINT Z(-66.796 -20.22 248.8)
usp000970m,"M 4.7 - 158 km E of Iquique, Chile",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp000970m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000970m&format=geojson,POINT Z(-68.66 -20.476 131.6)
usp000975d,"M 3.5 - 85 km SW of Atocha, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp000975d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000975d&format=geojson,POINT Z(-66.721 -21.546 224.8)
usp00097eq,"M 4.0 - 90 km SSW of Uyuni, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00097eq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00097eq&format=geojson,POINT Z(-67.064 -21.248 201)
usp00097vb,"M 3.9 - 81 km E of Estique, Peru",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00097vb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00097vb&format=geojson,POINT Z(-69.26 -17.424 132.9)
usp00099gp,"M 4.6 - 62 km ENE of Palca, Peru",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00099gp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00099gp&format=geojson,POINT Z(-69.389 -17.641 142.3)
usp00099ry,"M 3.8 - 163 km NNE of Calama, Chile",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp00099ry,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00099ry&format=geojson,POINT Z(-68.289 -21.107 136.9)
usp0009a2c,"M 4.5 - 122 km NE of San Pedro de Atacama, Chile",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009a2c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009a2c&format=geojson,POINT Z(-67.268 -22.217 165.3)
usp0009bz3,"M 4.1 - 153 km WNW of Colchani, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009bz3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009bz3&format=geojson,POINT Z(-68.375 -20.033 185.4)
usp0009bzb,"M 4.3 - 46 km WNW of Villazón, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009bzb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009bzb&format=geojson,POINT Z(-65.977 -21.861 269.3)
usp0009c5e,"M 4.4 - 86 km SSW of Uyuni, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009c5e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009c5e&format=geojson,POINT Z(-67.106 -21.194 197.5)
usp0009c6x,"M 4.3 - 72 km N of Colchani, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009c6x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009c6x&format=geojson,POINT Z(-66.807 -19.659 257.5)
usp0009cuz,"M 4.4 - 146 km NE of San Pedro de Atacama, Chile",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009cuz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009cuz&format=geojson,POINT Z(-67.201 -21.964 194.4)
usp0009cz4,"M 4.3 - 61 km SW of Atocha, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009cz4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009cz4&format=geojson,POINT Z(-66.631 -21.34 230.9)
usp0009cz9,"M 4.5 - 162 km W of Colchani, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009cz9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009cz9&format=geojson,POINT Z(-68.492 -20.257 143.4)
usp0009cze,"M 4.9 - 82 km E of Estique, Peru",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009cze,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009cze&format=geojson,POINT Z(-69.254 -17.409 167.3)
usp0009d0u,"M 4.1 - 150 km WSW of Colchani, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009d0u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009d0u&format=geojson,POINT Z(-68.168 -21.004 152.7)
usp0009d2a,"M 4.0 - 93 km SW of Uyuni, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009d2a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009d2a&format=geojson,POINT Z(-67.439 -21.08 190.6)
usp0009d7p,"M 4.1 - 30 km WNW of Villazón, Bolivia",us,us,https://earthquake.usgs.gov/earthquakes/eventpage/usp0009d7p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0009d7p&format=geojson,POINT Z(-65.847 -21.948 271.3)
